,lat,long,officialname
92,51.65099149816497,-0.0872544660712145,London Borough of Enfield
93,51.70887779850565,0.1486652074912674,Epping Forest District Council
94,51.33916685668999,-0.2614484467789336,Epsom and Ewell Borough Council
95,52.93549006326073,-1.3466958469347676,Erewash Borough Council
96,53.86804360591298,-0.4824573664609238,East Riding of Yorkshire Council
97,52.23701598937819,1.4614552974725363,East Suffolk Council
98,51.63921739963279,0.4067128387376673,Essex County Council
99,52.86326808861827,-1.8121411818867337,East Staffordshire Borough Council
100,50.88954582009565,0.3158223544559115,East Sussex County Council
101,50.721637905854365,-3.5101801960233034,Exeter City Council
102,50.85264425195757,-1.2246651081052675,Fareham Borough Council
103,52.56284099450951,0.0607712970242638,Fenland District Council
104,51.82842259072888,-2.490024602302281,Forest of Dean District Council
105,53.78410265875071,-2.922134571850851,Fylde Borough Council
106,54.93536850385511,-1.68288722444967,Gateshead Metropolitan Borough Council
107,53.0283720364206,-1.1193100379301255,Gedling Borough Council
108,51.50435262657657,-0.1195450736628444,Greater London Authority
109,51.8493723721493,-2.240264625405542,Gloucester City Council
110,51.85240292931533,-0.7477084584810338,Gloucestershire County Council
111,53.50917111051714,-2.2726169267524297,Greater Manchester Combined Authority
112,50.80521366437385,-1.1594623668753503,Gosport Borough Council
113,51.40512703767118,0.3949941706902553,Gravesham Borough Council
114,51.4744274931101,0.0555381610184994,Royal Borough of Greenwich
115,51.247800046905205,-0.5616455425566013,Guildford Borough Council
116,52.64071397218977,1.6613932629944517,Great Yarmouth Borough Council
117,50.83839140330427,-0.9893616983732988,Havant Borough Council
118,54.28677656243506,-1.3190888600396575,Hambleton District Council
119,54.067101203166125,-1.595539316543793,Harrogate Borough Council
120,53.34374912705788,-2.7187968167209267,Halton Borough Council
121,50.98070818930823,-1.0748168163005136,Hampshire County Council
122,52.53930968542712,-1.0081235595032996,Harborough District Council
123,51.76834906508002,0.1085394577927518,Harlow District Council
124,50.86936430105753,0.5704333476891782,Hastings Borough Council
125,51.28481209348983,-0.8974720055823764,Hart District Council
126,51.56310267262673,0.2204264556767529,London Borough of Havering
127,51.5522665818894,-0.0633174916493753,London Borough of Hackney
128,52.10347883030481,-2.744959614405347,Herefordshire Council
129,51.67728467984929,-0.2810966368650268,Hertsmere Borough Council
130,53.372950278578095,-1.8739385921869005,High Peak Borough Council
131,51.54147044642415,-0.4456607943086098,London Borough of Hillingdon
132,52.616482568961686,-1.3910550819741438,Hinckley and Bosworth Borough Council
133,51.4949927649953,-0.2207719071711307,London Borough of Hammersmith & Fulham
134,51.46849560622163,-0.3661443451475518,London Borough of Hounslow
135,50.9937591191289,-0.3663327499301627,Horsham District Council
136,54.66901341559927,-1.2556506582605669,Hartlepool Borough Council
137,51.44056498086039,-0.7155351399374271,Hertfordshire County Council
138,51.59771706028117,-0.3412773418992901,London Borough of Harrow
139,51.59037232946937,-0.1074687635841607,London Borough of Haringey
140,52.37361380138098,-0.220773550634843,Huntingdonshire District Council
141,53.75864733342495,-2.389783220437551,Hyndburn Borough Council
142,49.93693291412038,-6.31716764074166,Council of the Isles of Scilly
143,50.67577165621564,-1.2965662288145057,Isle of Wight Council
144,52.05587722579369,1.1597791053592093,Ipswich Borough Council
145,51.54848221969582,-0.110244246662168,London Borough of Islington
146,51.501205894607146,-0.1922125559815926,Royal Borough of Kensington and Chelsea
147,51.51540296403236,0.0943925694508491,Kent County Council
148,53.75991316350947,-0.3353759470650819,Hull City Council
149,52.72666055953495,0.4704627975480463,Borough Council of Kings Lynn and West Norfolk
150,53.62735655576655,-1.7633073129732295,Kirklees Council
151,51.3878908166727,-0.2869109309220782,Royal Borough of Kingston upon Thames
152,53.42510056509252,-2.8340373463358604,Knowsley Metropolitan Borough Council
153,54.06899091108889,-2.7147441247307293,Lancaster City Council
154,52.50459775641204,-0.8087773536671569,Lancashire County Council
155,51.45383264156997,-0.1183185700612121,London Borough of Lambeth
156,52.63791436295297,-1.1284852021980178,Leicester City Council
157,53.42633200844039,-2.8834732777352614,Liverpool City Region
158,53.82574639873253,-1.5060163670096938,Leeds City Council
159,53.24519682264041,-1.736134740706938,Leicestershire County Council
160,50.88211278481139,0.0050472081215972,Lewes District Council
161,51.44827189612524,-0.0202904747622759,London Borough of Lewisham
162,53.224726596663416,-0.5549528877639138,City of Lincoln Council
163,52.68816933012296,-1.8049153153682351,Lichfield District Council
164,52.99152922053671,-0.4219714605691583,Lincolnshire County Council
165,53.39545214823893,-2.9170076302903047,Liverpool City Council
166,51.51441102660022,-0.0924448357629193,City of London Corporation
167,51.89422510635098,-0.4255902906491061,Luton Borough Council
168,51.23499792568907,0.5805525642337146,Maidstone Borough Council
169,51.70946298483719,0.7837736768980289,Maldon District Council
170,53.451484399071376,-2.232523760278534,Manchester City Council
171,53.17071502840263,-1.1727869590669462,Mansfield District Council
172,52.18275809360506,-2.344665290528057,Malvern Hills District Council
173,54.54247730105055,-1.2224301963881252,Middlesbrough Borough Council
174,50.87626122180575,-3.5564376935398427,Mid Devon District Council
175,51.42568733548925,0.5694971675887868,Medway Council
176,52.7963818963887,-0.8562185505692235,Melton Borough Council
177,51.20291259669983,-2.544655319516301,Mendip District Council
178,52.08380485083678,-0.7335406531338609,Milton Keynes Council
179,51.212265072976855,-0.3251159748446214,Mole Valley District Council
180,51.409949771281255,-0.1972497078847218,London Borough of Merton
181,51.02084271183233,-0.127051760355822,Mid Sussex District Council
182,52.24682143715788,1.092417153250642,Mid Suffolk District Council
183,55.24151150527719,-2.066344577613037,Northumberland County Council
184,51.06978385051636,-3.9145687175347135,North Devon District Council
185,53.12395037675062,-0.919744263646954,Newark and Sherwood District Council
186,52.99312382296081,-2.3188747366715643,Newcastle-under-Lyme Borough Council
187,54.868803977649705,-1.6050762550747883,North East Combined Authority
188,53.225828819048274,-1.4482879259234107,North East Derbyshire District Council
189,53.54396890653521,-0.1334450838832542,North East Lincolnshire Council
190,55.007665855161406,-1.6578151401098318,Newcastle City Council
191,50.858500864443165,-1.6247467480107955,New Forest District Council
192,52.757398742543245,0.9445418332840452,Norfolk County Council
193,52.96058496357692,-1.1765203961802526,Nottingham City Council
194,51.95909310896309,-0.1927026308244736,North Hertfordshire District Council
195,53.08108045011255,-0.4459259511085638,North Kesteven District Council
196,53.59433045478272,-0.5924994160699526,North Lincolnshire Council
197,52.850478719053605,1.169832919933645,North Norfolk District Council
198,52.4254910202681,-0.6260540289278053,North Northamptonshire Council
199,52.63182972149827,1.2828005617621487,Norwich City Council
200,51.38915163648218,-2.80090053012489,North Somerset  Council
201,55.09262845276407,-1.746616471403686,North of Tyne Combined Authority
202,53.237210248136726,-1.0598693750068051,Nottinghamshire County Council
203,55.02804006958644,-1.5174373649112256,North Tyneside Council
204,52.50112854434047,-1.475871450924939,Nuneaton and Bedworth Borough Council
205,52.54747975379731,-1.6280546081110756,North Warwickshire Borough Council
206,52.753117671347546,-1.4051226190041084,North West Leicestershire District Council
207,51.52688638159061,0.037538661213269,London Borough of Newham
208,54.16561062368424,-1.3778378941997595,North Yorkshire Council
209,54.13299077978593,-1.501223461888315,North Yorkshire County Council
210,52.5871366048144,-1.093407297198589,Oadby and Wigston Borough Council
211,53.55188769653417,-2.0506522949759414,Oldham Metropolitan Borough Council
212,52.02547325888754,-1.2509078895337504,Oxfordshire County Council
213,51.75458662912317,-1.2409629446598192,Oxford City Council
214,53.8654942803231,-2.184930376363977,Pendle Borough Council
215,50.39176951409318,-4.119918213858042,Plymouth City Council
216,50.820443144760695,-1.0783733601449068,Portsmouth City Council
217,53.81179567279308,-2.6976517287341424,Preston City Council
218,52.60855827865765,-0.253108698590496,Peterborough City Council
219,54.55361374426194,-1.0216463800188331,Redcar and Cleveland Borough Council
220,53.616552953932896,-2.157867863164438,Rochdale Metropolitan Borough Council
221,51.58565515490228,0.0758624376705418,London Borough of Redbridge
222,51.452978829455255,-0.9838249955738518,Reading Borough Council
223,52.28228577578808,-1.9518603046635183,Redditch Borough Council
224,51.25320046246119,-0.191853700007665,Reigate and Banstead Borough Council
225,53.90722086891195,-2.444757406174562,Ribble Valley Borough Council
226,51.44273435613829,-0.3123788723815544,London Borough of Richmond upon Thames
227,54.36154156116506,-1.934327027879908,Richmondshire District Council
228,51.5913692358925,0.8092313242624706,Rochford District Council
229,50.95167126903685,0.5388853106819421,Rother District Council
230,53.693815650101136,-2.2672994340454737,Rossendale Borough Council
231,53.40861794874484,-1.2861506496818964,Rotherham Metropolitan Borough Council
232,52.38436142746108,-1.3282942441215568,Rugby Borough Council
233,51.27344347116592,-0.7674814485895685,Rushmoor Borough Council
234,51.39378704378514,-0.5413102987601235,Runnymede Borough Council
235,52.90084728346744,-1.0377351216002713,Rushcliffe Borough Council
236,52.66072351540426,-0.6546906156552161,Rutland County Council
237,54.21049237630077,-0.8520074607323913,Ryedale District Council
238,51.77206179611826,-0.3424945557328514,St Albans City and District Council
239,52.51542732389113,-2.0089727073026205,Sandwell Metropolitan Borough Council
240,52.172789667729496,0.0813003887673401,South Cambridgeshire District Council
241,54.36648447856128,-0.6349710863987603,Scarborough Borough Council
242,53.47344959629804,-1.3663137051626304,South Yorkshire Mayoral Combined Authority
243,52.83099328958791,-1.5595452850429503,South Derbyshire District Council
244,51.18447404125414,-2.952857845654034,Sedgemoor District Council
245,53.78705112913956,-1.134680467696615,Selby District Council
246,51.275410311889445,0.1719723190989084,Sevenoaks District Council
247,52.46793689990327,-0.1112163802179236,Suffolk County Council
248,53.565379666137886,-3.015016318883544,Sefton Metropolitan Borough Council
249,51.54685567791893,-2.470548927985032,South Gloucestershire Council
250,50.37401807021486,-3.822949555101277,South Hams District Council
251,51.05388988809265,0.9941241130735337,Folkestone and Hythe District Council
252,53.40441482465943,-1.5503791233657962,Sheffield City Council
253,53.45947263436788,-2.723620581605936,St Helens Council
254,52.79755782143779,-0.0322907936524514,South Holland District Council
255,52.634901436081904,-2.7340529727893923,Shropshire Council
256,52.85429106105492,-0.5178425812889288,South Kesteven District Council
257,53.39396134376089,-2.128108751007109,Stockport Metropolitan Borough Council
258,54.29269551722641,-2.850076833295411,South Lakeland District Council
259,53.48953887899359,-2.370190747760747,Salford City Council
260,51.50839941899477,-0.5862346624400908,Slough Borough Council
261,51.11561060978463,-2.892494846753527,Somerset Council
262,54.88039884797817,-1.45195283374688,Sunderland City Council
263,52.51457322546016,1.2759971896441038,South Norfolk District Council
264,52.41311661030625,-1.72707700885167,Solihull Metropolitan Borough Council
265,51.12529971400356,-2.7357901367778745,Somerset County Council
266,51.5380480893345,0.7285960419883633,Southend-on-Sea Borough Council
267,51.63374964788932,-1.0714082144457044,South Oxfordshire District Council
268,51.424802538057314,-0.4679835386219939,Spelthorne Borough Council
269,53.7281308819374,-2.7101949607258167,South Ribble Borough Council
270,51.34675381230791,-0.5324429701602681,Surrey County Council
271,50.98814960077109,-2.709890341568709,South Somerset District Council
272,52.62539596750256,-2.1768091357354185,South Staffordshire Council
273,52.84815351076732,-2.176496812156425,Stafford Borough Council
274,53.01801915652019,-2.164528346517783,Stoke-on-Trent City Council
275,53.07931489402547,-1.9812540314568643,Staffordshire Moorlands District Council
276,50.916995975130064,-1.3987136954844517,Southampton City Council
277,51.3620855396189,-0.1775664087611929,London Borough of Sutton
278,51.72926513796569,-2.3001477316823817,Stroud District Council
279,52.17878573484992,-1.6228389374606134,Stratford-on-Avon District Council
280,52.74915681209898,-2.0220493344726065,Staffordshire County Council
281,54.56274136506493,-1.3289799551794848,Stockton-on-Tees Borough Council
282,51.90431488961615,-0.1893323351714038,Stevenage Borough Council
283,54.96352937925816,-1.4442525346180826,South Tyneside Council
284,51.34292838653733,-0.6705485787139046,Surrey Heath Borough Council
285,51.57151810657135,-1.7438128296153603,Swindon Borough Council
286,51.47422966724584,-0.0740580631979552,London Borough of Southwark
287,51.34166345933525,0.8132109078565494,Swale Borough Council
288,51.08690620041343,-3.362575880275063,Somerset West and Taunton Council
289,53.4774719308123,-2.0628138408514944,Tameside Metropolitan Borough Council
290,51.22703213566744,-0.043406638879302,Tandridge District Council
291,52.62642824611261,-1.6778453302279788,Tamworth Borough Council
292,50.60630324730937,-3.6567601373806737,Teignbridge District Council
293,51.871311861448746,1.1150187816535675,Tendring District Council
294,51.12843513028244,-1.5106533666804722,Test Valley Borough Council
295,51.94561525069175,-2.087444553424355,Tewkesbury Borough Council
296,52.73019498472236,-2.488795247370711,Telford & Wrekin Council
297,51.35452755402557,1.3405526776616787,Thanet District Council
298,51.66096739604641,-0.4605986783132673,Three Rivers District Council
299,51.50598371910701,0.3732046175268171,Thurrock Council
300,50.44061869226964,-3.530209751050475,Torbay Council
301,51.27361808281248,0.3578371539074972,Tonbridge and Malling Borough Council
302,50.88736572271978,-4.250752838311364,Torridge District Council
303,53.41899614581493,-2.355349824146495,Trafford Metropolitan Borough Council
304,51.11439772826333,0.4308246609848656,Tunbridge Wells Borough Council
305,54.5754309499998,-1.2762709791286553,Tees Valley Combined Authority
306,51.51573818572293,-0.0346721858626069,London Borough of Tower Hamlets
307,51.93460029169756,0.2798048205628903,Uttlesford District Council
308,51.634232492682536,-1.441668489615587,Vale of White Horse District Council
309,51.14982918794226,-0.6326661735782123,Waverley Borough Council
310,54.34401050125833,-2.8947277204402977,Westmorland and Furness Council
311,51.81204390359955,-0.9016945807738476,Warwickshire County Council
312,51.66808270756288,-0.4033519877259762,Watford Borough Council
313,52.31000275720905,-1.5846650870745134,Warwick District Council
314,51.44962857579953,-1.3044355561501662,West Berkshire Council
315,50.65609002591485,-4.04621752405215,West Devon Borough Council
316,50.9673719495783,0.1986538965742697,Wealden District Council
317,51.76688937910623,-0.194085120862033,Welwyn Hatfield Borough Council
318,51.59401737791972,-0.0126365549472921,London Borough of Waltham Forest
319,53.52414924879084,-2.5895088338917263,Wigan Metropolitan Borough Council
320,51.29711579862765,-1.944607882084722,Wiltshire Council
321,51.02816492320124,-1.221074260474177,Winchester City Council
322,53.66067508359946,-1.41180773208405,Wakefield Metropolitan District Council
323,53.60954767891912,-2.882442248374857,West Lancashire Borough Council
324,53.39275474553512,-0.4771146577781644,West Lindsey District Council
325,52.59925591878938,-1.9663478518550048,Walsall Metropolitan Borough Council
326,52.589190505434544,-2.1209914536604693,City of Wolverhampton Council
327,51.45196377489889,-0.1861907721502609,London Borough of Wandsworth
328,51.48567208466636,-0.6994783215974161,Royal Borough of Windsor and Maidenhead
329,52.22282021010607,-1.0363450240300478,West Northamptonshire Council
330,52.19669266240832,-2.211324223877148,Worcester City Council
331,51.313878625625634,-0.5607701174785087,Woking Borough Council
332,51.42940595634225,-0.8838421855036014,Wokingham Borough Council
333,52.060683848889184,-1.8712255435907792,Worcestershire County Council
334,50.82920555902215,-0.3958120020555553,Worthing Borough Council
335,51.837569801832274,-1.5069302321893132,West Oxfordshire District Council
336,53.36834283944602,-3.0926764439988625,Wirral Borough Council
337,53.3988088671587,-2.5636258674832293,Warrington Borough Council
338,52.27771279713101,0.6220783109865008,West Suffolk Council
339,51.51344188347725,-0.1604557185260401,City of Westminster
340,50.95812431783775,-0.3972356512777322,West Sussex County Council
341,52.164187305082095,-2.0508165247517955,Wychavon District Council
342,53.73611262764813,-1.7017944284322837,West Yorkshire Combined Authority
343,52.37957653584576,-2.274666946756108,Wyre Forest District Council
344,53.90294826807342,-2.8538780073821868,Wyre Borough Council
345,54.16561062368424,-1.3778378941997595,York and North Yorkshire Mayoral Combined Authority
346,53.95871937684785,-1.0614497156516969,City of York Council
